YEAR,SERIAL,MONTH,HWTFINL,CPSID,ASECFLAG,HFLAG,ASECWTH,PERNUM,WTFINL,CPSIDV,CPSIDP,ASECWT,AGE,POPSTAT,EMPSTAT,LABFORCE
1994,1812,3,,19940206431400,1,,502.35,1,,199402064314011,19940206431401,502.35,42,1,10,2
1994,1812,3,,19940206431400,1,,502.35,2,,199402064314021,19940206431402,502.35,32,1,10,2
1994,1812,3,,19940206431400,1,,502.35,3,,199402064314031,19940206431403,509.83,11,3,0,0
1994,1813,3,,19940206431300,1,,512.91,1,,199402064313011,19940206431301,512.91,47,1,10,2
1994,1813,3,,19940206431300,1,,512.91,2,,199402064313021,19940206431302,512.91,40,1,30,1
1994,1813,3,,19940206431300,1,,512.91,3,,199402064313031,19940206431303,631.72,18,1,30,1
1994,1813,3,,19940206431300,1,,512.91,4,,199402064313041,19940206431304,507.55,15,1,30,1
1994,1814,3,,19940206431200,1,,544.18,1,,199402064312012,19940206431201,544.18,52,1,10,2
1994,1814,3,,19940206431200,1,,544.18,2,,199402064312022,19940206431202,544.18,55,1,10,2
1994,1816,3,,19940206426800,1,,525.58,1,,199402064268011,19940206426801,525.58,43,1,10,2
1994,1816,3,,19940206426800,1,,525.58,2,,199402064268021,19940206426802,483.66,16,1,12,2
1994,1818,3,,19940206438400,1,,552.28,1,,199402064384011,19940206438401,552.28,28,1,10,2
1994,1818,3,,19940206438400,1,,552.28,2,,199402064384021,19940206438402,552.28,27,1,10,2
1994,1818,3,,19940206438400,1,,552.28,3,,199402064384031,19940206438403,610.21,1,3,0,0
1994,1820,3,,19940206451100,1,,573.46,1,,199402064511011,19940206451101,573.46,21,1,10,2
1994,1822,3,,19940206426400,1,,525.58,1,,199402064264011,19940206426401,525.58,45,1,10,2
1994,1822,3,,19940206426400,1,,525.58,2,,199402064264021,19940206426402,525.58,44,1,10,2
1994,1822,3,,19940206426400,1,,525.58,3,,199402064264031,19940206426403,597.09,21,1,10,2
1994,1823,3,,19940206426300,1,,488.4,1,,199402064263011,19940206426301,488.4,44,1,10,2
1994,1823,3,,19940206426300,1,,488.4,2,,199402064263021,19940206426302,488.4,45,1,10,2
1994,1823,3,,19940206426300,1,,488.4,3,,199402064263031,19940206426303,573.46,23,1,10,2
1994,1824,3,,19940206438300,1,,471.33,1,,199402064383011,19940206438301,471.33,63,1,30,1
1994,1824,3,,19940206438300,1,,471.33,2,,199402064383021,19940206438302,471.33,64,1,30,1
1994,1824,3,,19940206438300,1,,471.33,3,,199402064383031,19940206438303,582.7,21,1,10,2
1994,1825,3,,19940206438200,1,,546.05,1,,199402064382011,19940206438201,546.05,68,1,30,1
1994,1825,3,,19940206438200,1,,546.05,2,,199402064382021,19940206438202,546.05,66,1,30,1
1994,1826,3,,19940206438100,1,,513.54,1,,199402064381011,19940206438101,513.54,29,1,10,2
1994,1826,3,,19940206438100,1,,513.54,2,,199402064381021,19940206438102,552.28,28,1,10,2
1994,1827,3,,19940206438000,1,,552.28,1,,199402064380011,19940206438001,552.28,28,1,10,2
1994,1827,3,,19940206438000,1,,552.28,2,,199402064380021,19940206438002,552.28,27,1,30,1
1994,1828,3,,19940306430200,1,,525.58,1,,199403064302011,19940306430201,525.58,35,1,10,2
1994,1828,3,,19940306430200,1,,525.58,2,,199403064302021,19940306430202,525.58,40,1,10,2
1994,1828,3,,19940306430200,1,,525.58,3,,199403064302031,19940306430203,486.56,12,3,0,0
1994,1830,3,,19930100382900,1,,902.97,1,,199301003829011,19930100382901,902.97,35,1,10,2
1994,1830,3,,19930100382900,1,,902.97,2,,199301003829021,19930100382902,902.97,34,1,10,2
1994,1830,3,,19930100382900,1,,902.97,3,,199301003829031,19930100382903,469.88,12,3,0,0
1994,1830,3,,19930100382900,1,,902.97,4,,199301003829041,19930100382904,585.3,10,3,0,0
1994,1830,3,,19930100382900,1,,902.97,5,,199301003829051,19930100382905,500.24,9,3,0,0
1994,1831,3,,19930100423500,1,,867.5,1,,199301004235011,19930100423501,867.5,38,1,30,1
1994,1832,3,,19930103292400,1,,817.04,1,,199301032924011,19930103292401,817.04,52,1,30,1
1994,1833,3,,19930106672400,1,,861.98,1,,199301066724011,19930106672401,861.98,66,1,30,1
1994,1835,3,,19940106376500,1,,916.25,1,,199401063765011,19940106376501,916.25,32,1,10,2
1994,1835,3,,19940106376500,1,,916.25,2,,199401063765021,19940106376502,916.25,28,1,10,2
1994,1835,3,,19940106376500,1,,916.25,3,,199401063765031,19940106376503,516.28,6,3,0,0
1994,1835,3,,19940106376500,1,,916.25,4,,199401063765041,19940106376504,466.36,3,3,0,0
1994,1836,3,,19930204945900,1,,902.97,1,,199302049459011,19930204945901,902.97,36,1,10,2
1994,1836,3,,19930204945900,1,,902.97,2,,199302049459021,19930204945902,902.97,34,1,10,2
1994,1836,3,,19930204945900,1,,902.97,3,,199302049459031,19930204945903,537.94,7,3,0,0
1994,1836,3,,19930204945900,1,,902.97,4,,199302049459041,19930204945904,488.36,5,3,0,0
1994,1836,3,,19930204945900,1,,902.97,5,,199302049459051,19930204945905,979.41,26,1,10,2
1994,1837,3,,19930100438600,1,,728.3,1,,199301004386011,19930100438601,728.3,80,1,30,1
1994,1838,3,,19930101599000,1,,728.3,1,,199301015990011,19930101599001,728.3,87,1,30,1
1994,1838,3,,19930101599000,1,,728.3,2,,199301015990021,19930101599002,1699.59,67,1,30,1
1994,1840,3,,19930103187200,1,,865.7,1,,199301031872011,19930103187201,865.7,48,1,10,2
1994,1840,3,,19930103187200,1,,865.7,2,,199301031872021,19930103187202,865.7,48,1,10,2
1994,1841,3,,19930100408200,1,,838.94,1,,199301004082011,19930100408201,838.94,73,1,30,1
1994,1842,3,,19930104487000,1,,902.97,1,,199301044870011,19930104487001,902.97,35,1,10,2
1994,1842,3,,19930104487000,1,,902.97,2,,199301044870021,19930104487002,902.97,34,1,10,2
1994,1847,3,,19940106412000,1,,817.04,1,,199401064120011,19940106412001,817.04,53,1,10,2
1994,1849,3,,19930103348500,1,,776.61,1,,199301033485011,19930103348501,776.61,40,1,30,1
1994,1852,3,,19930105417700,1,,728.3,1,,199301054177021,19930105417702,728.3,76,1,30,1
1994,1858,3,,19930105370800,1,,894.17,1,,199301053708011,19930105370801,894.17,28,1,10,2
1994,1858,3,,19930105370800,1,,894.17,2,,199301053708021,19930105370802,894.17,28,1,10,2
1994,1859,3,,19930101035600,1,,759.86,1,,199301010356011,19930101035601,759.86,60,1,30,1
1994,1860,3,,19930104569700,1,,759.86,1,,199301045697011,19930104569701,759.86,62,1,10,2
1994,1860,3,,19930104569700,1,,759.86,2,,199301045697021,19930104569702,759.86,67,1,10,2
1994,1865,3,,19930106426700,1,,916.25,1,,199301064267011,19930106426701,916.25,27,1,10,2
1994,1865,3,,19930106426700,1,,916.25,2,,199301064267021,19930106426702,916.25,28,1,10,2
1994,1865,3,,19930106426700,1,,916.25,3,,199301064267031,19930106426703,520.07,3,3,0,0
1994,1867,3,,19930103212400,1,,867.93,1,,199301032124011,19930103212401,867.93,37,1,21,2
1994,1867,3,,19930103212400,1,,867.93,2,,199301032124021,19930103212402,478.76,4,3,0,0
1994,1868,3,,19930104986300,1,,861.98,1,,199301049863011,19930104986301,861.98,67,1,30,1
1994,1868,3,,19930104986300,1,,861.98,2,,199301049863021,19930104986302,861.98,66,1,30,1
1994,1872,3,,19940106393000,1,,841.21,1,,199401063930011,19940106393001,841.21,66,1,30,1
1994,1872,3,,19940106393000,1,,841.21,2,,199401063930021,19940106393002,841.21,66,1,30,1
1994,1872,3,,19940106393000,1,,841.21,3,,199401063930031,19940106393003,710.75,75,1,30,1
1994,1873,3,,19930102539700,1,,881.21,1,,199301025397012,19930102539701,881.21,30,1,10,2
1994,1873,3,,19930102539700,1,,881.21,2,,199301025397022,19930102539702,532.46,10,3,0,0
1994,1873,3,,19930102539700,1,,881.21,3,,199301025397033,19930102539703,503.88,9,3,0,0
1994,1873,3,,19930102539700,1,,881.21,4,,199301025397043,19930102539704,507.54,3,3,0,0
1994,1875,3,,19930104034100,1,,688.96,1,,199301040341011,19930104034101,688.96,40,1,10,2
1994,1875,3,,19930104034100,1,,688.96,2,,199301040341021,19930104034102,688.96,33,1,10,2
1994,1880,3,,19940106415700,1,,360.46,1,,199401064157011,19940106415701,360.46,24,1,10,2
1994,1880,3,,19940106415700,1,,360.46,2,,199401064157021,19940106415702,400.79,5,3,0,0
1994,1880,3,,19940106415700,1,,360.46,3,,199401064157031,19940106415703,506.19,3,3,0,0
1994,1881,3,,19940106374700,1,,335.25,1,,199401063747011,19940106374701,335.25,37,1,10,2
1994,1882,3,,19940106374800,1,,359.45,1,,199401063748011,19940106374801,359.45,44,1,10,2
1994,1882,3,,19940106374800,1,,359.45,2,,199401063748021,19940106374802,359.45,44,1,10,2
1994,1882,3,,19940106374800,1,,359.45,3,,199401063748031,19940106374803,404.98,21,1,10,2
1994,1882,3,,19940106374800,1,,359.45,4,,199401063748041,19940106374804,368.99,19,1,30,1
1994,1882,3,,19940106374800,1,,359.45,5,,199401063748051,19940106374805,360.37,17,1,22,2
1994,1882,3,,19940106374800,1,,359.45,6,,199401063748061,19940106374806,481.09,13,3,0,0
1994,1883,3,,19940106374400,1,,323.32,1,,199401063744011,19940106374401,323.32,45,1,10,2
1994,1883,3,,19940106374400,1,,323.32,2,,199401063744021,19940106374402,323.32,46,1,10,2
1994,1883,3,,19940106374400,1,,323.32,3,,199401063744031,19940106374403,524.36,15,1,30,1
1994,1884,3,,19940106374500,1,,359.45,1,,199401063745011,19940106374501,359.45,42,1,10,2
1994,1884,3,,19940106374500,1,,359.45,2,,199401063745021,19940106374502,359.45,42,1,10,2
1994,1884,3,,19940106374500,1,,359.45,3,,199401063745031,19940106374503,384.81,19,1,10,2
1994,1884,3,,19940106374500,1,,359.45,4,,199401063745041,19940106374504,370.41,17,1,30,1
1994,1884,3,,19940106374500,1,,359.45,5,,199401063745051,19940106374505,581.29,10,3,0,0
1994,1885,3,,19940106374600,1,,332.77,1,,199401063746011,19940106374601,332.77,66,1,30,1
1994,1885,3,,19940106374600,1,,332.77,2,,199401063746021,19940106374602,332.77,51,1,30,1
1994,1886,3,,19940106422900,1,,315.02,1,,199401064229011,19940106422901,315.02,79,1,30,1
1994,1887,3,,19940106422800,1,,315.02,1,,199401064228011,19940106422801,315.02,83,1,30,1
1994,1888,3,,19940106422700,1,,359.38,1,,199401064227011,19940106422701,359.38,76,1,30,1
1994,1888,3,,19940106422700,1,,359.38,2,,199401064227021,19940106422702,359.38,68,1,30,1
1994,1889,3,,19940106422600,1,,359.38,1,,199401064226011,19940106422601,359.38,68,1,30,1
1994,1889,3,,19940106422600,1,,359.38,2,,199401064226021,19940106422602,315.02,89,1,30,1
1994,1890,3,,19940106415100,1,,354.43,1,,199401064151011,19940106415101,354.43,61,1,10,2
1994,1890,3,,19940106415100,1,,354.43,2,,199401064151021,19940106415102,354.43,58,1,30,1
1994,1890,3,,19940106415100,1,,354.43,3,,199401064151031,19940106415103,349.63,25,1,10,2
1994,1891,3,,19940106414900,1,,333.11,1,,199401064149011,19940106414901,333.11,31,1,10,2
1994,1892,3,,19940106414800,1,,360.46,1,,199401064148011,19940106414801,360.46,25,1,30,1
1994,1892,3,,19940106414800,1,,360.46,2,,199401064148021,19940106414802,360.46,24,1,10,2
1994,1894,3,,19940106414600,1,,342.04,1,,199401064146011,19940106414601,342.04,28,1,10,2
1994,1894,3,,19940106414600,1,,342.04,2,,199401064146021,19940106414602,342.04,27,1,10,2
1994,1895,3,,19940106386200,1,,359.45,1,,199401063862011,19940106386201,359.45,38,1,10,2
1994,1895,3,,19940106386200,1,,359.45,2,,199401063862021,19940106386202,359.45,40,1,10,2
1994,1896,3,,19940106386100,1,,337.32,1,,199401063861011,19940106386101,337.32,37,1,10,2
1994,1896,3,,19940106386100,1,,337.32,2,,199401063861021,19940106386102,337.32,41,1,10,2
1994,1896,3,,19940106386100,1,,337.32,3,,199401063861031,19940106386103,581.29,11,3,0,0
1994,1896,3,,19940106386100,1,,337.32,4,,199401063861041,19940106386104,422.87,9,3,0,0
1994,1897,3,,19940106415600,1,,337.32,1,,199401064156011,19940106415601,337.32,38,1,10,2
1994,1897,3,,19940106415600,1,,337.32,2,,199401064156021,19940106415602,370.41,17,1,10,2
1994,1898,3,,19940106415500,1,,342.04,1,,199401064155011,19940106415501,342.04,32,1,12,2
1994,1898,3,,19940106415500,1,,342.04,2,,199401064155021,19940106415502,342.04,27,1,10,2
1994,1898,3,,19940106415500,1,,342.04,3,,199401064155031,19940106415503,506.59,4,3,0,0
1994,1898,3,,19940106415500,1,,342.04,4,,199401064155041,19940106415504,585.8,1,3,0,0
1994,1899,3,,19940106415400,1,,332.77,1,,199401064154011,19940106415401,332.77,54,1,10,2
1994,1899,3,,19940106415400,1,,332.77,2,,199401064154021,19940106415402,332.77,59,1,10,2
1994,1899,3,,19940106415400,1,,332.77,3,,199401064154031,19940106415403,478.87,13,3,0,0
1994,1900,3,,19940106415300,1,,342.07,1,,199401064153011,19940106415301,342.07,26,1,30,1
1994,1900,3,,19940106415300,1,,342.07,2,,199401064153021,19940106415302,548.42,8,3,0,0
1994,1900,3,,19940106415300,1,,342.07,3,,199401064153031,19940106415303,462.35,6,3,0,0
1994,1901,3,,19940106415200,1,,360.46,1,,199401064152011,19940106415201,360.46,35,1,10,2
1994,1901,3,,19940106415200,1,,360.46,2,,199401064152021,19940106415202,360.46,23,1,10,2
1994,1901,3,,19940106415200,1,,360.46,3,,199401064152031,19940106415203,298.65,73,1,10,2
1994,1902,3,,19940106386000,1,,322.8,1,,199401063860011,19940106386001,322.8,76,1,30,1
1994,1903,3,,19940106385900,1,,337.32,1,,199401063859011,19940106385901,337.32,38,1,12,2
1994,1903,3,,19940106385900,1,,337.32,2,,199401063859031,19940106385903,555.03,0,3,0,0
1994,1903,3,,19940106385900,1,,337.32,3,,199401063859021,19940106385902,439.63,39,1,10,2
1994,1904,3,,19940106385800,1,,359.45,1,,199401063858011,19940106385801,359.45,46,1,10,2
1994,1904,3,,19940106385800,1,,359.45,2,,199401063858021,19940106385802,359.45,41,1,10,2
1994,1904,3,,19940106385800,1,,359.45,3,,199401063858031,19940106385803,497.63,14,3,0,0
1994,1905,3,,19940106382900,1,,291.45,1,,199401063829011,19940106382901,291.45,70,1,30,1
1994,1905,3,,19940106382900,1,,291.45,2,,199401063829021,19940106382902,291.45,73,1,30,1
1994,1906,3,,19940106382500,1,,279.87,1,,199401063825011,19940106382501,279.87,65,1,30,1
1994,1907,3,,19940106402000,1,,323.32,1,,199401064020011,19940106402001,323.32,47,1,10,2
1994,1907,3,,19940106402000,1,,323.32,2,,199401064020021,19940106402002,323.32,46,1,30,1
1994,1907,3,,19940106402000,1,,323.32,3,,199401064020031,19940106402003,318.85,16,1,10,2
1994,1907,3,,19940106402000,1,,323.32,4,,199401064020041,19940106402004,384.81,19,1,10,2
1994,1908,3,,19940106401900,1,,333.11,1,,199401064019011,19940106401901,333.11,39,1,10,2
1994,1908,3,,19940106401900,1,,333.11,2,,199401064019021,19940106401902,333.11,31,1,10,2
1994,1909,3,,19940106401800,1,,333.11,1,,199401064018011,19940106401801,333.11,34,1,30,1
1994,1909,3,,19940106401800,1,,333.11,2,,199401064018021,19940106401802,333.11,34,1,10,2
1994,1909,3,,19940106401800,1,,333.11,3,,199401064018031,19940106401803,506.59,4,3,0,0
1994,1909,3,,19940106401800,1,,333.11,4,,199401064018041,19940106401804,482.34,2,3,0,0
1994,1911,3,,19940106382600,1,,325.09,1,,199401063826011,19940106382601,325.09,32,1,10,2
1994,1911,3,,19940106382600,1,,325.09,2,,199401063826021,19940106382602,325.09,32,1,10,2
1994,1911,3,,19940106382600,1,,325.09,3,,199401063826031,19940106382603,518.82,9,3,0,0
1994,1911,3,,19940106382600,1,,325.09,4,,199401063826041,19940106382604,505.3,7,3,0,0
1994,1912,3,,19940106907000,1,,332.77,1,,199401069070011,19940106907001,332.77,57,1,30,1
1994,1912,3,,19940106907000,1,,332.77,2,,199401069070021,19940106907002,332.77,51,1,10,2
1994,1913,3,,19940106374300,1,,342.9,1,,199401063743011,19940106374301,342.9,32,1,10,2
1994,1913,3,,19940106374300,1,,342.9,2,,199401063743021,19940106374302,333.11,31,1,10,2
1994,1914,3,,19940106884100,1,,337.32,1,,199401068841011,19940106884101,337.32,39,1,30,1
1994,1914,3,,19940106884100,1,,337.32,2,,199401068841021,19940106884102,400.8,16,1,30,1
1994,1914,3,,19940106884100,1,,337.32,3,,199401068841031,19940106884103,549.95,0,3,0,0
1994,1915,3,,19940106374200,1,,359.45,1,,199401063742011,19940106374201,359.45,43,1,10,2
1994,1915,3,,19940106374200,1,,359.45,2,,199401063742021,19940106374202,360.46,20,1,10,2
1994,1915,3,,19940106374200,1,,359.45,3,,199401063742031,19940106374203,360.37,17,1,10,2
1994,1916,3,,19940106426400,1,,333.11,1,,199401064264011,19940106426401,333.11,32,1,10,2
1994,1916,3,,19940106426400,1,,333.11,2,,199401064264021,19940106426402,337.32,37,1,10,2
1994,1917,3,,19940106374100,1,,373.2,1,,199401063741011,19940106374101,373.2,43,1,10,2
1994,1918,3,,19940106391700,1,,360.46,1,,199401063917011,19940106391701,360.46,23,1,10,2
1994,1918,3,,19940106391700,1,,360.46,2,,199401063917021,19940106391702,482.34,2,3,0,0
1994,1918,3,,19940106391700,1,,360.46,3,,199401063917031,19940106391703,549.95,0,3,0,0
1994,1919,3,,19940106392000,1,,359.45,1,,199401063920011,19940106392001,359.45,44,1,10,2
1994,1919,3,,19940106392000,1,,359.45,2,,199401063920021,19940106392002,359.45,40,1,10,2
1994,1919,3,,19940106392000,1,,359.45,3,,199401063920031,19940106392003,368.99,19,1,10,2
1994,1919,3,,19940106392000,1,,359.45,4,,199401063920041,19940106392004,400.8,16,1,30,1
1994,1921,3,,19940106391800,1,,333.11,1,,199401063918011,19940106391801,333.11,30,1,10,2
1994,1921,3,,19940106391800,1,,333.11,2,,199401063918021,19940106391802,481.09,13,3,0,0
1994,1922,3,,19940106426300,1,,329.98,1,,199401064263011,19940106426301,329.98,75,1,30,1
1994,1923,3,,19940106391600,1,,332.77,1,,199401063916011,19940106391601,332.77,54,1,10,2
1994,1924,3,,19940106891000,1,,323.32,1,,199401068910011,19940106891001,323.32,46,1,10,2
1994,1924,3,,19940106891000,1,,323.32,2,,199401068910021,19940106891002,323.32,45,1,21,2
1994,1926,3,,19940106401400,1,,366.23,1,,199401064014011,19940106401401,366.23,23,1,10,2
1994,1926,3,,19940106401400,1,,366.23,2,,199401064014021,19940106401402,366.23,18,1,10,2
1994,1929,3,,19940106401300,1,,337.32,1,,199401064013011,19940106401301,337.32,35,1,10,2
1994,1929,3,,19940106401300,1,,337.32,2,,199401064013021,19940106401302,337.32,35,1,10,2
1994,1930,3,,19940106401200,1,,337.32,1,,199401064012011,19940106401201,337.32,40,1,10,2
1994,1930,3,,19940106401200,1,,337.32,2,,199401064012021,19940106401202,337.32,38,1,10,2
1994,1930,3,,19940106401200,1,,337.32,3,,199401064012031,19940106401203,454.35,10,3,0,0
1994,1930,3,,19940106401200,1,,337.32,4,,199401064012041,19940106401204,517.78,7,3,0,0
1994,1932,3,,19940106409700,1,,333.11,1,,199401064097011,19940106409701,333.11,32,1,21,2
1994,1932,3,,19940106409700,1,,333.11,2,,199401064097021,19940106409702,454.35,10,3,0,0
1994,1932,3,,19940106409700,1,,333.11,3,,199401064097031,19940106409703,461.69,4,3,0,0
1994,1933,3,,19940106395600,1,,315.53,1,,199401063956011,19940106395601,315.53,36,1,10,2
1994,1933,3,,19940106395600,1,,315.53,2,,199401063956021,19940106395602,315.53,45,1,10,2
1994,1934,3,,19940106409800,1,,338.63,1,,199401064098011,19940106409801,338.63,61,1,10,2
1994,1934,3,,19940106409800,1,,338.63,2,,199401064098021,19940106409802,337.32,38,1,10,2
1994,1934,3,,19940106409800,1,,338.63,3,,199401064098031,19940106409803,337.32,36,1,10,2
1994,1934,3,,19940106409800,1,,338.63,4,,199401064098041,19940106409804,421.96,8,3,0,0
1994,1934,3,,19940106409800,1,,338.63,5,,199401064098051,19940106409805,540.84,6,3,0,0
1994,1935,3,,19940106395500,1,,324.75,1,,199401063955011,19940106395501,324.75,50,1,10,2
1994,1935,3,,19940106395500,1,,324.75,2,,199401063955021,19940106395502,324.75,51,1,10,2
1994,1935,3,,19940106395500,1,,324.75,3,,199401063955031,19940106395503,395.22,23,1,10,2
1994,1937,3,,19940106409900,1,,317.02,1,,199401064099011,19940106409901,317.02,26,1,10,2
1994,1938,3,,19940106401000,1,,354.43,1,,199401064010011,19940106401001,354.43,64,1,10,2
1994,1938,3,,19940106401000,1,,354.43,2,,199401064010021,19940106401002,354.43,58,1,30,1
1994,1938,3,,19940106401000,1,,354.43,3,,199401064010031,19940106401003,478.87,13,3,0,0
1994,1939,3,,19940106400900,1,,332.42,1,,199401064009011,19940106400901,332.42,64,1,30,1
1994,1940,3,,19940106395400,1,,345.89,1,,199401063954011,19940106395401,345.89,59,1,30,1
1994,1940,3,,19940106395400,1,,345.89,2,,199401063954021,19940106395402,345.89,56,1,30,1
1994,1941,3,,19940106409600,1,,323.32,1,,199401064096011,19940106409601,323.32,45,1,10,2
1994,1942,3,,19940106409500,1,,329.21,1,,199401064095011,19940106409501,329.21,29,1,10,2
1994,1943,3,,19940106410500,1,,315.53,1,,199401064105011,19940106410501,315.53,46,1,10,2
1994,1943,3,,19940106410500,1,,315.53,2,,199401064105021,19940106410502,315.53,47,1,10,2
1994,1943,3,,19940106410500,1,,315.53,3,,199401064105031,19940106410503,395.22,20,1,10,2
1994,1944,3,,19940106410400,1,,350.78,1,,199401064104011,19940106410401,350.78,42,1,10,2
1994,1944,3,,19940106410400,1,,350.78,2,,199401064104021,19940106410402,350.78,41,1,30,1
1994,1944,3,,19940106410400,1,,350.78,3,,199401064104031,19940106410403,375.54,19,1,10,2
1994,1944,3,,19940106410400,1,,350.78,4,,199401064104041,19940106410404,351.68,17,1,10,2
1994,1944,3,,19940106410400,1,,350.78,5,,199401064104051,19940106410405,567.28,10,3,0,0
1994,1946,3,,19940106379100,1,,337.32,1,,199401063791011,19940106379101,337.32,36,1,12,2
1994,1946,3,,19940106379100,1,,337.32,2,,199401063791021,19940106379102,337.32,37,1,10,2
1994,1946,3,,19940106379100,1,,337.32,3,,199401063791031,19940106379103,506.19,3,3,0,0
1994,1947,3,,19940106379000,1,,332.77,1,,199401063790011,19940106379001,332.77,54,1,30,1
1994,1947,3,,19940106379000,1,,332.77,2,,199401063790021,19940106379002,332.77,52,1,30,1
1994,1948,3,,19940106378900,1,,323.32,1,,199401063789011,19940106378901,323.32,56,1,10,2
1994,1948,3,,19940106378900,1,,323.32,2,,199401063789021,19940106378902,323.32,49,1,10,2
1994,1949,3,,19940106884000,1,,360.46,1,,199401068840011,19940106884001,360.46,22,1,30,1
1994,1949,3,,19940106884000,1,,360.46,2,,199401068840021,19940106884002,360.46,23,1,10,2
1994,1949,3,,19940106884000,1,,360.46,3,,199401068840031,19940106884003,506.59,4,3,0,0
1994,1950,3,,19940106378800,1,,368.25,1,,199401063788011,19940106378801,368.25,68,1,30,1
1994,1950,3,,19940106378800,1,,368.25,2,,199401063788021,19940106378802,368.25,64,1,10,2
1994,1952,3,,19940106410600,1,,307.4,1,,199401064106011,19940106410601,307.4,66,1,30,1
1994,1952,3,,19940106410600,1,,307.4,2,,199401064106021,19940106410602,307.4,65,1,30,1
1994,1953,3,,19940106425700,1,,286.78,1,,199401064257011,19940106425701,286.78,66,1,30,1
1994,1953,3,,19940106425700,1,,286.78,2,,199401064257021,19940106425702,359.45,40,1,30,1
1994,1954,3,,19940106425600,1,,359.45,1,,199401064256011,19940106425601,359.45,43,1,10,2
1994,1954,3,,19940106425600,1,,359.45,2,,199401064256021,19940106425602,359.45,42,1,10,2
1994,1954,3,,19940106425600,1,,359.45,3,,199401064256031,19940106425603,581.29,11,3,0,0
1994,1954,3,,19940106425600,1,,359.45,4,,199401064256041,19940106425604,400.79,5,3,0,0
1994,1955,3,,19940106425500,1,,359.45,1,,199401064255011,19940106425501,359.45,39,1,21,2
1994,1955,3,,19940106425500,1,,359.45,2,,199401064255021,19940106425502,359.45,43,1,10,2
1994,1956,3,,19940106425400,1,,333.11,1,,199401064254011,19940106425401,333.11,34,1,10,2
1994,1956,3,,19940106425400,1,,333.11,2,,199401064254021,19940106425402,333.11,33,1,10,2
1994,1956,3,,19940106425400,1,,333.11,3,,199401064254031,19940106425403,547.16,5,3,0,0
1994,1956,3,,19940106425400,1,,333.11,4,,199401064254041,19940106425404,585.8,1,3,0,0
1994,1957,3,,19940106426200,1,,200.18,1,,199401064262011,19940106426201,200.18,34,1,10,2
1994,1957,3,,19940106426200,1,,200.18,2,,199401064262021,19940106426202,200.18,26,1,10,2
1994,1958,3,,19940106426100,1,,354.43,1,,199401064261011,19940106426101,354.43,59,1,12,2
1994,1958,3,,19940106426100,1,,354.43,2,,199401064261021,19940106426102,323.32,49,1,30,1
1994,1959,3,,19940106426000,1,,335.25,1,,199401064260011,19940106426001,335.25,35,1,10,2
1994,1960,3,,19940106425900,1,,333.11,1,,199401064259011,19940106425901,333.11,53,1,10,2
1994,1960,3,,19940106425900,1,,333.11,2,,199401064259021,19940106425902,333.11,31,1,10,2
1994,1960,3,,19940106425900,1,,333.11,3,,199401064259031,19940106425903,421.96,8,3,0,0
1994,1960,3,,19940106425900,1,,333.11,4,,199401064259041,19940106425904,506.19,3,3,0,0
1994,1960,3,,19940106425900,1,,333.11,5,,199401064259051,19940106425905,470.75,1,3,0,0
1994,1961,3,,19940106425800,1,,342.07,1,,199401064258011,19940106425801,342.07,26,1,30,1
1994,1961,3,,19940106425800,1,,342.07,2,,199401064258021,19940106425802,342.07,29,1,10,2
1994,1961,3,,19940106425800,1,,342.07,3,,199401064258031,19940106425803,540.84,6,3,0,0
1994,1961,3,,19940106425800,1,,342.07,4,,199401064258041,19940106425804,506.19,3,3,0,0
1994,1961,3,,19940106425800,1,,342.07,5,,199401064258051,19940106425805,469.53,2,3,0,0
1994,1962,3,,19931205160300,1,,439.16,1,,199312051603011,19931205160301,439.16,67,1,10,2
1994,1962,3,,19931205160300,1,,439.16,2,,199312051603021,19931205160302,439.16,63,1,30,1
1994,1964,3,,19931204030700,1,,408.31,1,,199312040307011,19931204030701,408.31,33,1,30,1
1994,1964,3,,19931204030700,1,,408.31,2,,199312040307021,19931204030702,506.88,11,3,0,0
1994,1964,3,,19931204030700,1,,408.31,3,,199312040307031,19931204030703,508.29,6,3,0,0
1994,1964,3,,19931204030700,1,,408.31,4,,199312040307041,19931204030704,604.16,5,3,0,0
1994,1965,3,,19921202534400,1,,408.31,1,,199212025344011,19921202534401,408.31,41,1,10,2
1994,1965,3,,19921202534400,1,,408.31,2,,199212025344021,19921202534402,408.31,33,1,10,2
1994,1965,3,,19921202534400,1,,408.31,3,,199212025344033,19921202534403,494.5,12,3,0,0
1994,1965,3,,19921202534400,1,,408.31,4,,199212025344041,19921202534404,464.66,4,3,0,0
1994,1966,3,,19921201107300,1,,419.15,1,,199212011073011,19921201107301,419.15,54,1,10,2
1994,1966,3,,19921201107300,1,,419.15,2,,199212011073021,19921201107302,528.07,22,1,21,2
1994,1967,3,,19921203203900,1,,400.84,1,,199212032039011,19921203203901,400.84,39,1,10,2
1994,1968,3,,19921203797000,1,,408.31,1,,199212037970011,19921203797001,408.31,32,1,10,2
1994,1968,3,,19921203797000,1,,408.31,2,,199212037970031,19921203797003,408.31,31,1,10,2
1994,1968,3,,19921203797000,1,,408.31,3,,199212037970021,19921203797002,466.83,4,3,0,0
1994,1972,3,,19921205336200,1,,396.26,1,,199212053362021,19921205336202,396.26,37,1,30,1
